Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea1,Lattitude,Longtitude,Regionname,Propertycount,Total Rooms,sum,Price2,CouncilArea,count
Mulgrave,19 Suemar St,3,House,842000,Property Sold,Win,10/02/2018,18.8,3170,3,2,2,651,152,1970,Monash ,-37.93144,145.16955,South-Eastern Metropolitan,7113,5,1,842000,MONASH,1
Narre Warren,15 Heyfield Ct,3,House,652000,Property Sold,Harcourts,10/02/2018,34.1,3805,3,2,2,621,166,1997,Casey ,-37.99859,145.29461,South-Eastern Metropolitan,9376,5,1,652000,CASEY,1
Narre Warren,4 Manhattan Mw,3,Townhouse,495000,Property Sold,O'Brien,10/02/2018,34.1,3805,3,2,1,227,113,2000,Casey ,-38.0079,145.32165,South-Eastern Metropolitan,9376,5,1,495000,CASEY,1
Nunawading,8 Outlook Dr,3,House,970000,Vender Bid,Barry,10/02/2018,15.4,3131,3,1,2,588,121,1965,Manningham ,-37.80794,145.18282,Eastern Metropolitan,4973,4,1,970000,MANNINGHAM,1
Point Cook,16 Baltimore Dr,4,House,733000,Property Sold,LJ,10/02/2018,14.7,3030,4,2,2,540,224,2006,Wyndham ,-37.88253,144.72763,Western Metropolitan,15542,6,1,733000,WYNDHAM,1
Point Cook,21 Citybay Dr,4,House,760000,Property Sold,LJ,10/02/2018,14.7,3030,4,2,2,496,496,,Wyndham ,-37.91415,144.77648,Western Metropolitan,15542,6,1,760000,WYNDHAM,1
Point Cook,48 Rowland Dr,4,House,697000,Property Sold,hockingstuart,10/02/2018,14.7,3030,4,2,2,530,169,2003,Wyndham ,-37.8812,144.72912,Western Metropolitan,15542,6,1,697000,WYNDHAM,1
Point Cook,53 Windorah Dr,4,House,631500,Property Sold,LJ,10/02/2018,14.7,3030,4,2,2,400,192,2012,Wyndham ,-37.89867,144.72649,Western Metropolitan,15542,6,1,631500,WYNDHAM,1
Port Melbourne,199 Ross St,3,House,1950000,Property Sold,Greg,10/02/2018,3.5,3207,3,1,2,247,122,1980,Melbourne ,-37.83398,144.93968,Southern Metropolitan,8648,4,1,1950000,MELBOURNE,1
Rosanna,29 Thomson Dr,4,House,1210000,Property Sold,Ray,10/02/2018,8.9,3084,4,2,2,762,153,1980,Banyule ,-37.73281,145.0693,Eastern Metropolitan,3540,6,1,1210000,BANYULE,1
Sandhurst,8 Viewmount Pl,3,House,640000,Property Sold,LJ,10/02/2018,34.7,3977,3,3,2,390,190,2006,Frankston ,-38.07968,145.21696,South-Eastern Metropolitan,1721,6,1,640000,FRANKSTON,1
Seaford,19 Luxton Tce,4,House,800000,Property Sold,Property,10/02/2018,35.4,3198,4,1,2,630,158,1955,Frankston ,-38.0984,145.12932,South-Eastern Metropolitan,8077,5,1,800000,FRANKSTON,1
South Morang,30 Teatree Dr,3,House,652000,Property Sold,Skad,10/02/2018,20.5,3752,3,2,2,600,151,1997,Whittlesea ,-37.65263,145.0977,Northern Metropolitan,7969,5,1,652000,WHITTLESEA,1
Sunbury,14 McInnes Cl,4,House,610000,Sold Prior to Auction,Barry,10/02/2018,31.7,3429,4,2,2,641,242,1983,Hume ,-37.5732,144.71182,Western Metropolitan,14092,6,1,610000,HUME,1
Tarneit,29 Chantelle Pde,3,House,516000,Property Sold,hockingstuart,10/02/2018,18.4,3029,3,2,2,351,118,2013,Wyndham ,-37.85303,144.66346,Western Metropolitan,10160,5,1,516000,WYNDHAM,1
Taylors Hill,1 Brighton Pl,4,House,735000,Property Sold,Barry,10/02/2018,18,3037,4,2,2,596,210,2003,Melton ,-37.70715,144.75963,Western Metropolitan,4242,6,1,735000,MELTON,1
Templestowe Lower,224 Greenslopes Dr,4,House,1150000,Sold Prior to Auction,Ray,10/02/2018,12.4,3107,4,2,0,754,208,1970,Manningham ,-37.75616,145.10615,Eastern Metropolitan,5420,6,1,1150000,MANNINGHAM,1
Thornbury,82 Mansfield St,4,House,1850000,Property Sold,Nelson,10/02/2018,7,3071,4,1,4,746,190,1900,Darebin ,-37.75715,145.00692,Northern Metropolitan,8870,5,1,1850000,DAREBIN,1
Truganina,3 Gilbert Av,4,House,607000,Sold Prior to Auction,Barry,10/02/2018,18.4,3029,4,2,2,350,159,2015,Melton ,-37.84477,144.73444,Western Metropolitan,5811,6,1,607000,MELTON,1
Truganina,28 McDougall Pl,4,House,611000,Property Sold,One,10/02/2018,18.4,3029,4,2,2,510,218,2014,Melton ,-37.84588,144.71585,Western Metropolitan,5811,6,1,611000,MELTON,1
Truganina,26 Vassar Ct,3,House,557500,Property Sold,Ray,10/02/2018,18.4,3029,3,2,2,560,121,2006,Melton ,-37.84391,144.7258,Western Metropolitan,5811,5,1,557500,MELTON,1
Wantirna South,26 Aisbett Av,5,House,1371000,Property Sold,Barry,10/02/2018,14.7,3152,5,2,2,911,220,2000,Knox ,-37.86148,145.2445,Eastern Metropolitan,7082,7,1,1371000,KNOX,1
Werribee,39 Kiely Av,3,House,470000,Vender Bid,YPA,10/02/2018,14.7,3030,3,1,2,560,115,1975,Wyndham ,-37.91492,144.66867,Western Metropolitan,16166,4,1,470000,WYNDHAM,1
Werribee,5 Wongabeena Gr,4,House,580000,Property Sold,Wyndham,10/02/2018,14.7,3030,4,2,2,294,269,,Wyndham ,-37.90304,144.61191,Western Metropolitan,16166,6,1,580000,WYNDHAM,1
Williams Landing,16 Scrubwren Dr,3,Townhouse,475000,Property Sold,Ace,10/02/2018,17.6,3027,3,2,2,222,149,,Wyndham ,-37.85682,144.73773,Western Metropolitan,1999,5,1,475000,WYNDHAM,1
Airport West,78 King St,5,House,1025000,Vender Bid,Jellis,20/01/2018,10.4,3042,5,2,3,764,251,1980,Moonee Valley ,-37.72282,144.88373,Western Metropolitan,3464,7,1,1025000,MOONEE VALLEY,1
Dandenong North,4 Crouch Ct,3,House,631000,Property Sold,McLennan,20/01/2018,24.7,3175,3,1,1,557,135,1980,Greater Dandenong ,-37.96877,145.22082,South-Eastern Metropolitan,8322,4,1,631000,GREATER DANDENONG,1
Kilsyth,22 Colchester Rd,3,House,650000,Sold Prior to Auction,McGrath,20/01/2018,26,3137,3,1,1,623,110,1950,Maroondah ,-37.80416,145.30734,Eastern Metropolitan,4654,4,1,650000,MAROONDAH,1
Knoxfield,6 Honeypot Cl,5,House,935000,Property Sold,Ray,20/01/2018,23.3,3180,5,3,2,528,261,1992,Knox ,-37.87515,145.25241,Eastern Metropolitan,2949,8,1,935000,KNOX,1
Seaford,10 Harold St,3,House,760000,Sold Prior to Auction,Mitchell,20/01/2018,35.4,3198,3,1,1,671,124,1963,Frankston ,-38.10309,145.13228,South-Eastern Metropolitan,8077,4,1,760000,FRANKSTON,1
Wantirna,17 Cloverlea Dr,4,House,975000,Sold Prior to Auction,Harcourts,20/01/2018,14.7,3152,4,2,2,642,152,1980,Knox ,-37.85474,145.24076,Eastern Metropolitan,5424,6,1,975000,KNOX,1
Epping,19 Daylesford St,4,House,775000,Property Sold,Ray,27/01/2018,19.6,3076,4,2,2,617,210,2008,Whittlesea ,-37.62702,145.02508,Northern Metropolitan,10926,6,1,775000,WHITTLESEA,1
Frankston,17 Arabil St,3,House,625000,Sold After Auction,O'Brien,27/01/2018,38,3199,3,1,1,616,115,1970,Frankston ,-38.14541,145.14711,South-Eastern Metropolitan,17055,4,1,625000,FRANKSTON,1
Airport West,8 McNamara Av,3,House,975000,Property Sold,Nelson,3/03/2018,10.4,3042,3,2,1,303,248,2017,Moonee Valley ,-37.73174,144.88086,Western Metropolitan,3464,5,1,975000,MOONEE VALLEY,1
Airport West,38a North St,3,Townhouse,891000,Property Sold,Nelson,3/03/2018,10.4,3042,3,2,2,314,160,2017,Moonee Valley ,-37.71968,144.87756,Western Metropolitan,3464,5,1,891000,MOONEE VALLEY,1
Altona North,146 McIntosh Rd,3,House,700000,Sold Prior to Auction,hockingstuart,3/03/2018,9.4,3025,3,1,2,441,107,1975,Hobsons Bay ,-37.8454,144.84711,Western Metropolitan,5132,4,1,700000,HOBSONS BAY,1
Ardeer,27 Helene St,4,House,624000,Property Sold,Barry,3/03/2018,12.8,3022,4,1,4,601,153,1970,Brimbank ,-37.77881,144.80431,Western Metropolitan,1281,5,1,624000,BRIMBANK,1
Ascot Vale,163 The Parade,3,House,1050000,Vender Bid,Nelson,3/03/2018,4.3,3032,3,1,1,272,101,1910,Moonee Valley ,-37.77202,144.90731,Western Metropolitan,6567,4,1,1050000,MOONEE VALLEY,1
Ashburton,11 Comas Gr,5,House,2850500,Property Sold,Jellis,3/03/2018,10.2,3147,5,2,2,697,317,2013,Boroondara ,-37.87132,145.07267,Southern Metropolitan,3052,7,1,2850500,BOROONDARA,1
Aspendale,11B Foam St,3,Townhouse,1095000,Property Sold,Buxton,3/03/2018,21.5,3195,3,2,1,284,122,2012,Kingston ,-38.01646,145.09967,South-Eastern Metropolitan,2824,5,1,1095000,KINGSTON,1
Balwyn,2 Kinsale Cr,5,House,2800000,Passed In,hockingstuart,3/03/2018,7.9,3103,5,2,2,1105,302,1935,Boroondara ,-37.8092,145.10299,Southern Metropolitan,5682,7,1,2800000,BOROONDARA,1
Balwyn,20 Nungerner St,5,House,2360000,Passed In,Fletchers,3/03/2018,7.9,3103,5,2,3,678,178,1930,Boroondara ,-37.80596,145.0694,Southern Metropolitan,5682,7,1,2360000,BOROONDARA,1
Balwyn North,4 Beverley Ct,4,Townhouse,1190000,Vender Bid,Bekdon,3/03/2018,9.7,3104,4,2,2,260,0,2017,Boroondara ,-37.79589,145.09988,Southern Metropolitan,7809,6,1,1190000,BOROONDARA,1
Balwyn North,7 Helston St,4,House,2255000,Passed In,Fletchers,3/03/2018,9.7,3104,4,2,2,576,331,2013,Boroondara ,-37.7864,145.09216,Southern Metropolitan,7809,6,1,2255000,BOROONDARA,1
Balwyn North,18 Riverside Av,4,House,1905000,Passed In,Noel,3/03/2018,9.7,3104,4,2,2,823,220,1935,Boroondara ,-37.79021,145.06674,Southern Metropolitan,7809,6,1,1905000,BOROONDARA,1
Beaumaris,17 Bodley St,4,Townhouse,1820000,Sold Prior to Auction,Chisholm,3/03/2018,17.3,3193,4,2,3,353,252,2010,Bayside ,-37.9904,145.03871,Southern Metropolitan,5366,6,1,1820000,BAYSIDE,1
Beaumaris,14 Cannes Gr,4,House,1645000,Property Sold,Bayside,3/03/2018,17.3,3193,4,2,2,646,260,2006,Bayside ,-37.97559,145.04546,Southern Metropolitan,5366,6,1,1645000,BAYSIDE,1
Beaumaris,180 Tramway Pde,4,House,1880000,Property Sold,McGrath,3/03/2018,17.3,3193,4,3,4,689,132,1950,Bayside ,-37.98124,145.04465,Southern Metropolitan,5366,7,1,1880000,BAYSIDE,1
Bentleigh,15A Loranne St,3,Townhouse,1350000,Property Sold,Buxton,3/03/2018,11.4,3204,3,2,1,359,204,2002,Glen Eira ,-37.92025,145.03482,Southern Metropolitan,6795,5,1,1350000,GLEN EIRA,1
Bentleigh,3 Roma St,4,House,1300000,Vender Bid,hockingstuart,3/03/2018,11.4,3204,4,2,1,587,161,1930,Glen Eira ,-37.92594,145.0433,Southern Metropolitan,6795,6,1,1300000,GLEN EIRA,1
Bentleigh East,105A MacKie Rd,4,Townhouse,1282000,Property Sold,Jellis,3/03/2018,13.8,3165,4,3,2,354,252,2014,Glen Eira ,-37.91372,145.07488,Southern Metropolitan,10969,7,1,1282000,GLEN EIRA,1
Bentleigh East,3 Samuel Ct,3,House,1180000,Property Sold,Buxton,3/03/2018,13.8,3165,3,1,2,666,140,1950,Glen Eira ,-37.92498,145.06907,Southern Metropolitan,10969,4,1,1180000,GLEN EIRA,1
Bentleigh East,1 Vine Ct,5,House,1669000,Property Sold,Jellis,3/03/2018,13.8,3165,5,3,2,400,260,2013,Glen Eira ,-37.91653,145.05705,Southern Metropolitan,10969,8,1,1669000,GLEN EIRA,1
Bentleigh East,39 Warwick St,3,House,1146000,Property Sold,Buxton,3/03/2018,13.8,3165,3,1,1,595,116,1960,Glen Eira ,-37.92083,145.07083,Southern Metropolitan,10969,4,1,1146000,GLEN EIRA,1
Black Rock,4 Tandara Ct,4,House,1980000,Property Sold,hockingstuart,3/03/2018,17.3,3193,4,2,1,550,295,2000,Bayside ,-37.97585,145.02455,Southern Metropolitan,2866,6,1,1980000,BAYSIDE,1
Blackburn South,5 Abercromby Rd,4,House,1400000,Vender Bid,Jellis,3/03/2018,13.4,3130,4,2,1,560,0,1960,Whitehorse ,-37.83533,145.14455,Eastern Metropolitan,4387,6,1,1400000,WHITEHORSE,1
Box Hill,36 Ashted Rd,4,House,2128888,Property Sold,Buxton,3/03/2018,10.9,3128,4,3,2,686,180,1945,Whitehorse ,-37.82346,145.12631,Eastern Metropolitan,4605,7,1,2128888,WHITEHORSE,1
Braybrook,39 Shepherd St,3,House,801500,Property Sold,Bells,3/03/2018,8.6,3019,3,1,1,603,108,1950,Maribyrnong ,-37.78308,144.85297,Western Metropolitan,3589,4,1,801500,MARIBYRNONG,1
Brighton,14 Cross St,3,House,1925000,Vender Bid,Marshall,3/03/2018,10.5,3186,3,2,2,545,140,1920,Bayside ,-37.89085,144.99983,Southern Metropolitan,10579,5,1,1925000,BAYSIDE,1
Brighton,42 Ebden St,3,House,1826000,Property Sold,Jellis,3/03/2018,10.5,3186,3,1,1,468,169,1910,Bayside ,-37.88786,144.99853,Southern Metropolitan,10579,4,1,1826000,BAYSIDE,1
Brighton,123 Male St,2,House,1250000,Vender Bid,Marshall,3/03/2018,10.5,3186,2,1,0,199,95,1920,Bayside ,-37.90914,145.00477,Southern Metropolitan,10579,3,1,1250000,BAYSIDE,1
Brighton,137 Male St,4,House,2300000,Passed In,Nick,3/03/2018,10.5,3186,4,2,1,393,211,1890,Bayside ,-37.90841,145.00497,Southern Metropolitan,10579,6,1,2300000,BAYSIDE,1
Brighton East,21 Cheeseman Av,4,House,1840000,Property Sold,Marshall,3/03/2018,10.3,3187,4,2,2,612,183,1930,Bayside ,-37.9076,145.02043,Southern Metropolitan,6938,6,1,1840000,BAYSIDE,1
Brighton East,43 Regent St,4,House,2070000,Passed In,Marshall,3/03/2018,10.3,3187,4,2,2,602,235,1950,Bayside ,-37.92367,145.00993,Southern Metropolitan,6938,6,1,2070000,BAYSIDE,1
Broadmeadows,31 Walsh St,3,House,407500,Property Sold,YPA,3/03/2018,14,3047,3,1,1,237,86,1960,Hume ,-37.68957,144.92224,Northern Metropolitan,4294,4,1,407500,HUME,1
Broadmeadows,83 Waranga Cr,4,House,560000,Passed In,@Realty,3/03/2018,14,3047,4,1,2,604,103,1960,Hume ,-37.68238,144.92685,Northern Metropolitan,4294,5,1,560000,HUME,1
Brunswick,3 Austral Av,4,House,1500000,Vender Bid,Nelson,3/03/2018,5.2,3056,4,2,1,373,0,1940,MERRI-BEK ,-37.76289,144.95552,Northern Metropolitan,11918,6,1,1500000,MERRI-BEK,1
Brunswick,2 Saxon St,3,House,1160000,Passed In,Jellis,3/03/2018,5.2,3056,3,1,1,262,103,1910,MERRI-BEK ,-37.77321,144.96039,Northern Metropolitan,11918,4,1,1160000,MERRI-BEK,1
Brunswick,2 Sheffield St,4,House,1661000,Property Sold,Nelson,3/03/2018,5.2,3056,4,2,1,412,156,1920,MERRI-BEK ,-37.76043,144.95136,Northern Metropolitan,11918,6,1,1661000,MERRI-BEK,1
Brunswick West,6 Burnell St,3,House,1250000,Property Sold,Alexkarbon,3/03/2018,5.2,3055,3,1,2,316,107,1890,MERRI-BEK ,-37.76347,144.94509,Northern Metropolitan,7082,4,1,1250000,MERRI-BEK,1
Brunswick West,14 James St,3,House,1345000,Property Sold,Nelson,3/03/2018,5.2,3055,3,1,0,366,158,1925,MERRI-BEK ,-37.76285,144.94346,Northern Metropolitan,7082,4,1,1345000,MERRI-BEK,1
Bulleen,22 Derreck Av,4,House,1310000,Vender Bid,Jellis,3/03/2018,10.8,3105,4,3,2,358,243,2018,Manningham ,-37.76281,145.09159,Eastern Metropolitan,4480,7,1,1310000,MANNINGHAM,1
Burwood,21 Iris St,3,House,1461000,Property Sold,Buxton,3/03/2018,10.4,3125,3,1,1,674,125,1945,Monash ,-37.84533,145.09897,Southern Metropolitan,5678,4,1,1461000,MONASH,1
Burwood,11 Stephens St,3,House,1388000,Sold Prior to Auction,Buxton,3/03/2018,10.4,3125,3,1,2,772,112,1960,Monash ,-37.85628,145.10906,Southern Metropolitan,5678,4,1,1388000,MONASH,1
Burwood East,28 Robert St,3,House,1177000,Property Sold,hockingstuart,3/03/2018,14.7,3151,3,2,2,608,162,1979,Whitehorse ,-37.84767,145.15369,Eastern Metropolitan,4048,5,1,1177000,WHITEHORSE,1
Camberwell,18 Bethela St,4,House,2175000,Vender Bid,Jellis,3/03/2018,7.7,3124,4,2,3,616,188,1930,Boroondara ,-37.84717,145.09062,Southern Metropolitan,8920,6,1,2175000,BOROONDARA,1
Camberwell,3 Lesley St,4,House,2200000,Passed In,Noel,3/03/2018,7.7,3124,4,2,4,944,242,1950,Boroondara ,-37.84593,145.09538,Southern Metropolitan,8920,6,1,2200000,BOROONDARA,1
Camberwell,5 Maple Cr,4,House,2175000,Property Sold,Marshall,3/03/2018,7.7,3124,4,2,2,701,197,1930,Boroondara ,-37.84003,145.0691,Southern Metropolitan,8920,6,1,2175000,BOROONDARA,1
Carlton North,17 Shakespeare St,2,House,1065000,Property Sold,Woodards,3/03/2018,3.5,3054,2,1,0,96,80,1880,Melbourne ,-37.788,144.96978,Northern Metropolitan,3106,3,1,1065000,MELBOURNE,1
Carrum Downs,21 Hellenic Ct,4,House,562500,Property Sold,Harcourts,3/03/2018,34.9,3201,4,2,2,670,182,1991,Frankston ,-38.11464,145.19301,South-Eastern Metropolitan,8060,6,1,562500,FRANKSTON,1
Carrum Downs,6 Paras Dr,3,House,510000,Sold After Auction,Munn,3/03/2018,34.9,3201,3,1,2,615,105,1970,Frankston ,-38.11564,145.19023,South-Eastern Metropolitan,8060,4,1,510000,FRANKSTON,1
Carrum Downs,13 Rundle Dr,3,House,550000,Property Sold,Harcourts,3/03/2018,34.9,3201,3,2,2,509,117,1998,Frankston ,-38.09113,145.19244,South-Eastern Metropolitan,8060,5,1,550000,FRANKSTON,1
Caulfield South,14 Jupiter St,3,House,1530000,Property Sold,Gary,3/03/2018,8.7,3162,3,2,1,297,140,1950,Glen Eira ,-37.89524,145.01615,Southern Metropolitan,5051,5,1,1530000,GLEN EIRA,1
Caulfield South,17 Sheffield St,2,House,1101000,Property Sold,Gary,3/03/2018,8.7,3162,2,1,2,347,96,1943,Glen Eira ,-37.89762,145.02297,Southern Metropolitan,5051,3,1,1101000,GLEN EIRA,1
Chadstone,9 Binalong Av,3,House,1300000,Property Sold,McGrath,3/03/2018,11.7,3148,3,1,2,690,85,1960,Monash ,-37.87456,145.1027,Southern Metropolitan,3582,4,1,1300000,MONASH,1
Cheltenham,25 Monterey Dr,3,Townhouse,875000,Vender Bid,Buxton,3/03/2018,17.9,3192,3,2,1,163,144,2017,Bayside ,-37.96066,145.04109,Southern Metropolitan,9758,5,1,875000,BAYSIDE,1
Coburg,26 McKay St,2,House,857000,Property Sold,Barry,3/03/2018,6.7,3058,2,1,1,236,97,1900,Darebin ,-37.73936,144.96454,Northern Metropolitan,11204,3,1,857000,DAREBIN,1
Coolaroo,6 Edi Ct,4,House,550000,Passed In,Barry,3/03/2018,17.4,3048,4,2,2,605,137,1950,Hume ,-37.66351,144.93204,Northern Metropolitan,1124,6,1,550000,HUME,1
Craigieburn,8 Dashing Rd,3,House,530000,Vender Bid,Barry,3/03/2018,20.6,3064,3,2,2,375,163,2013,Hume ,-37.59307,144.89858,Northern Metropolitan,15510,5,1,530000,HUME,1
Craigieburn,57 Dorchester St,3,House,540000,Sold Prior to Auction,Stockdale,3/03/2018,20.6,3064,3,1,2,649,167,1990,Hume ,-37.59189,144.9215,Northern Metropolitan,15510,4,1,540000,HUME,1
Craigieburn,22 Evergreen Cr,4,House,619500,Property Sold,Barry,3/03/2018,20.6,3064,4,2,2,431,176,2014,Hume ,-37.57606,144.90624,Northern Metropolitan,15510,6,1,619500,HUME,1
Croydon,19 Elmore Av,4,House,1220000,Passed In,McGrath,3/03/2018,23,3136,4,2,2,1068,210,2009,Maroondah ,-37.7841,145.28877,Eastern Metropolitan,11925,6,1,1220000,MAROONDAH,1
Croydon,12 Kalinda Rd,3,House,676000,Property Sold,hockingstuart,3/03/2018,23,3136,3,1,1,773,111,1965,Maroondah ,-37.79385,145.25667,Eastern Metropolitan,11925,4,1,676000,MAROONDAH,1
Dallas,4 Ouyen Ct,3,House,434000,Property Sold,hockingstuart,3/03/2018,14,3047,3,1,2,615,93,1960,Hume ,-37.66686,144.93747,Northern Metropolitan,2246,4,1,434000,HUME,1
Dandenong North,13 Finsbury Ct,3,House,690000,Property Sold,Harcourts,3/03/2018,24.7,3175,3,2,2,540,121,1975,Greater Dandenong ,-37.94455,145.20036,South-Eastern Metropolitan,8322,5,1,690000,GREATER DANDENONG,1
Dandenong North,93 Hennessy Wy,4,House,850000,Passed In,Ray,3/03/2018,24.7,3175,4,2,2,553,217,1999,Greater Dandenong ,-37.94691,145.20255,South-Eastern Metropolitan,8322,6,1,850000,GREATER DANDENONG,1
Deer Park,36 Jonah Pde,4,House,545000,Property Sold,Stockdale,3/03/2018,14.8,3023,4,2,2,401,126,2009,Brimbank ,-37.77475,144.75653,Western Metropolitan,6388,6,1,545000,BRIMBANK,1
Diamond Creek,14 Currawong Ct,4,House,1100000,Passed In,Morrison,3/03/2018,21.8,3089,4,2,2,754,243,2004,Nillumbik ,-37.67695,145.14187,Northern Victoria,4258,6,1,1100000,NILLUMBIK,1
Dingley Village,17 Jannali Dr,4,House,883500,Sold Prior to Auction,Buxton,3/03/2018,22.2,3172,4,2,2,556,140,1980,Kingston ,-37.98722,145.13573,South-Eastern Metropolitan,3940,6,1,883500,KINGSTON,1
Dingley Village,8 Kathrin Av,3,House,900000,Passed In,Ray,3/03/2018,22.2,3172,3,2,2,572,174,1970,Kingston ,-37.98068,145.13389,South-Eastern Metropolitan,3940,5,1,900000,KINGSTON,1
Dingley Village,22 Pickworth Dr,3,House,870000,Property Sold,Buxton,3/03/2018,22.2,3172,3,2,3,532,148,1975,Kingston ,-37.9796,145.12432,South-Eastern Metropolitan,3940,5,1,870000,KINGSTON,1
Dingley Village,28 Shelford Gr,3,House,880000,Passed In,Buxton,3/03/2018,22.2,3172,3,2,2,531,151,1970,Kingston ,-37.98269,145.12811,South-Eastern Metropolitan,3940,5,1,880000,KINGSTON,1
Doncaster East,18 Dryden St,3,House,1610000,Passed In,Jellis,3/03/2018,14.3,3109,3,1,0,728,114,1960,Manningham ,-37.78682,145.15866,Eastern Metropolitan,10999,4,1,1610000,MANNINGHAM,1
Doreen,7 Clancy Wy,3,House,537000,Sold Prior to Auction,Barry,3/03/2018,25.9,3754,3,2,2,319,134,2014,Nillumbik ,-37.60044,145.12161,Northern Victoria,7254,5,1,537000,NILLUMBIK,1
Doreen,37 Fortress Rd,3,House,530000,Property Sold,Barry,3/03/2018,25.9,3754,3,2,2,368,139,2010,Nillumbik ,-37.60779,145.11774,Northern Victoria,7254,5,1,530000,NILLUMBIK,1
Doreen,54 Merredin Cct,6,House,970000,Sold Prior to Auction,Ray,3/03/2018,25.9,3754,6,3,2,518,405,2012,Nillumbik ,-37.57785,145.12413,Northern Victoria,7254,9,1,970000,NILLUMBIK,1
Elsternwick,25 Park St,4,House,2200000,Vender Bid,Gary,3/03/2018,7.2,3185,4,2,1,408,189,1925,Glen Eira ,-37.87979,145.01267,Southern Metropolitan,4898,6,1,2200000,GLEN EIRA,1
Elsternwick,8 Prentice St,3,House,2100000,Vender Bid,Biggin,3/03/2018,7.2,3185,3,2,1,346,180,1890,Glen Eira ,-37.88319,145.01142,Southern Metropolitan,4898,5,1,2100000,GLEN EIRA,1
Elsternwick,78 Riddell Pde,3,House,2235000,Property Sold,Biggin,3/03/2018,7.2,3185,3,2,2,520,215,1890,Glen Eira ,-37.88983,145.00497,Southern Metropolitan,4898,5,1,2235000,GLEN EIRA,1
Elwood,127 Tennyson St,4,House,1920000,Vender Bid,Marshall,3/03/2018,7.2,3184,4,3,2,339,117,1930,Port Phillip ,-37.88271,144.99216,Southern Metropolitan,8989,7,1,1920000,PORT PHILLIP,1
Elwood,42 Wave St,3,House,2450000,Vender Bid,Chisholm,3/03/2018,7.2,3184,3,2,3,548,153,1928,Port Phillip ,-37.88349,144.98711,Southern Metropolitan,8989,5,1,2450000,PORT PHILLIP,1
Endeavour Hills,7 Ambrosia Ct,4,House,1090000,Sold Prior to Auction,REMAX,3/03/2018,28.5,3802,4,3,2,581,390,2001,Casey ,-37.98081,145.26047,South-Eastern Metropolitan,8443,7,1,1090000,CASEY,1
Epping,28 Bail St,3,House,600000,Property Sold,hockingstuart,3/03/2018,19.6,3076,3,2,2,461,0,2010,Whittlesea ,-37.62844,145.00884,Northern Metropolitan,10926,5,1,600000,WHITTLESEA,1
Epping,19 Maserati Dr,5,House,670000,Property Sold,HAR,3/03/2018,19.6,3076,5,2,2,612,263,2001,Whittlesea ,-37.63594,145.03306,Northern Metropolitan,10926,7,1,670000,WHITTLESEA,1
Essendon,9 Alfred Rd,3,House,1725000,Property Sold,Nelson,3/03/2018,7.5,3040,3,1,2,607,144,1960,Moonee Valley ,-37.74441,144.92319,Western Metropolitan,9264,4,1,1725000,MOONEE VALLEY,1
Essendon,58a Nimmo St,5,House,1556000,Property Sold,Nelson,3/03/2018,7.5,3040,5,3,2,334,277,2016,Moonee Valley ,-37.74999,144.89622,Western Metropolitan,9264,8,1,1556000,MOONEE VALLEY,1
Fawkner,18 Hood Cr,3,House,750000,Property Sold,Jellis,3/03/2018,13.1,3060,3,2,2,689,100,1960,Hume ,-37.70762,144.97687,Northern Metropolitan,5070,5,1,750000,HUME,1
Fawkner,4 Selola Ct,3,House,740000,Passed In,Harcourts,3/03/2018,13.1,3060,3,2,1,595,148,1960,Hume ,-37.69628,144.96752,Northern Metropolitan,5070,5,1,740000,HUME,1
Fawkner,32 Tyrrell Cr,3,House,600000,Vender Bid,Brad,3/03/2018,13.1,3060,3,1,2,603,93,1960,Hume ,-37.71376,144.97239,Northern Metropolitan,5070,4,1,600000,HUME,1
Fitzroy,207 Young St,3,House,2625000,Property Sold,Nelson,3/03/2018,2.1,3065,3,3,1,95,192,,Yarra ,-37.80105,144.97899,Northern Metropolitan,5825,6,1,2625000,YARRA,1
Fitzroy North,25 Liverpool St,4,House,1780000,Property Sold,Jellis,3/03/2018,3.6,3068,4,2,1,150,133,1890,MERRI-BEK ,-37.78109,144.97939,Northern Metropolitan,6244,6,1,1780000,MERRI-BEK,1
Fitzroy North,450 Queens Pde,4,House,1850000,Property Sold,Nelson,3/03/2018,3.6,3068,4,2,3,406,224,1910,MERRI-BEK ,-37.78624,144.99343,Northern Metropolitan,6244,6,1,1850000,MERRI-BEK,1
Forest Hill,24 Heathcote Dr,2,House,705000,Passed In,Woodards,3/03/2018,15.4,3131,2,1,1,247,247,,Whitehorse ,-37.83939,145.16743,Eastern Metropolitan,4385,3,1,705000,WHITEHORSE,1
Glenroy,10 Glenroy Rd,4,House,772000,Property Sold,Stockdale,3/03/2018,11.2,3046,4,1,4,590,135,1955,MERRI-BEK ,-37.70716,144.93744,Northern Metropolitan,8870,5,1,772000,MERRI-BEK,1
Greensborough,11 Duncan Av,3,House,810000,Property Sold,Darren,3/03/2018,16.1,3088,3,1,2,720,114,1990,Banyule ,-37.71139,145.09994,Northern Metropolitan,8524,4,1,810000,BANYULE,1
